event_id,participant_id,company,plan_type,vest_date,shares,price_usd,value_usd,status
V01032,P100173,BP,ESPP,2027-07-17,83,24.93,2069.51,upcoming
V00957,P100341,Vodafone,RSU,2027-07-17,248,219.48,54431.3,upcoming
V01021,P100241,Unilever,RSU,2027-07-17,206,219.1,45133.73,upcoming
V00870,P100016,DHL,RSU,2027-07-17,108,127.4,13759.61,upcoming
V00368,P100122,SAP,SAYE,2027-07-17,6,41.92,251.51,upcoming
V00248,P100277,Coca-Cola,RSU,2027-07-17,153,172.3,26362.06,upcoming
V00728,P100285,Coca-Cola,ESPP,2027-07-17,179,45.91,8217.51,upcoming
V01431,P100070,AstraZeneca,ESPP,2027-07-18,141,25.21,3553.96,upcoming
V00312,P100370,Novartis,RSU,2027-07-18,108,132.44,14303.54,upcoming
V00176,P100370,Novartis,RSU,2027-07-19,218,118.21,25769.24,upcoming
V01632,P100019,Siemens,SAYE,2027-07-19,72,19.8,1425.45,upcoming
V01822,P100062,DHL,RSU,2027-07-19,50,179.89,8994.66,upcoming
V01251,P100438,Novartis,SAYE,2027-07-19,144,34.02,4898.86,upcoming
V01767,P100468,SAP,RSU,2027-07-20,214,64.22,13743.79,upcoming
V00792,P100151,BP,RSU,2027-07-20,61,116.04,7078.25,upcoming
V00907,P100255,Novartis,RSU,2027-07-22,205,202.7,41553.93,upcoming
V01389,P100234,BP,RSU,2027-07-23,37,177.31,6560.57,upcoming
V01784,P100320,BP,ESPP,2027-07-23,192,34.41,6607.22,upcoming
V01541,P100399,Coca-Cola,RSU,2027-07-24,171,139.93,23928.38,upcoming
V00699,P100253,AstraZeneca,RSU,2027-07-24,55,70.17,3859.09,upcoming
V00300,P100364,Siemens,SAYE,2027-07-24,88,14.24,1253.02,upcoming
V00997,P100092,Coca-Cola,RSU,2027-07-24,235,138.91,32644.67,upcoming
V00823,P100104,Novartis,RSU,2027-07-25,8,174.71,1397.71,upcoming
V00476,P100414,SAP,SAYE,2027-07-25,87,14.81,1288.75,upcoming
V00133,P100016,DHL,SAYE,2027-07-25,5,17.94,89.71,upcoming
V01520,P100073,AstraZeneca,RSU,2027-07-26,127,183.16,23261.4,upcoming
V00987,P100277,Coca-Cola,RSU,2027-07-26,90,212.64,19137.29,upcoming
V00607,P100190,BP,RSU,2027-07-26,127,185.45,23552.12,upcoming
V01265,P100397,Barclays,RSU,2027-07-27,220,199.37,43862.22,upcoming
V00107,P100302,DHL,RSU,2027-07-27,89,98.06,8727.18,upcoming
V01654,P100405,BP,SAYE,2027-07-29,21,27.77,583.14,upcoming
V00201,P100021,Barclays,RSU,2027-07-29,130,85.45,11108.69,upcoming
V00009,P100122,SAP,SAYE,2027-07-29,110,34.25,3767.31,upcoming
V00013,P100386,Novartis,RSU,2027-07-30,109,131.45,14328.38,upcoming
V00466,P100363,SAP,SAYE,2027-07-30,169,13.09,2212.63,upcoming
V00244,P100278,BP,RSU,2027-07-31,62,67.02,4155.07,upcoming
V00622,P100427,Unilever,ESPP,2027-08-01,139,73.76,10252.09,upcoming
V01115,P100343,DHL,RSU,2027-08-01,149,136.45,20330.54,upcoming
V00468,P100106,Coca-Cola,RSU,2027-08-01,188,90.88,17084.67,upcoming
V01567,P100073,AstraZeneca,SAYE,2027-08-03,54,29.42,1588.93,upcoming
V01724,P100017,SAP,RSU,2027-08-03,248,215.84,53528.88,upcoming
V00849,P100303,Coca-Cola,RSU,2027-08-03,21,173.45,3642.39,upcoming
V01832,P100257,SAP,SAYE,2027-08-04,178,24.09,4287.6,upcoming
V01477,P100479,Coca-Cola,SAYE,2027-08-04,182,32.74,5959.03,upcoming
V00018,P100425,Unilever,RSU,2027-08-04,201,104.11,20925.4,upcoming
V01083,P100165,Barclays,RSU,2027-08-04,21,150.79,3166.49,upcoming
V00196,P100136,Vodafone,ESPP,2027-08-04,134,79.4,10639.66,upcoming
V01290,P100384,Barclays,ESPP,2027-08-04,62,47.39,2938.09,upcoming
V00442,P100421,SAP,RSU,2027-08-05,49,87.24,4274.61,upcoming
V00810,P100060,Siemens,RSU,2027-08-05,26,83.69,2175.82,upcoming
V01462,P100096,Barclays,SAYE,2027-08-05,50,28.91,1445.34,upcoming
V01714,P100224,AstraZeneca,ESPP,2027-08-05,234,23.63,5528.73,upcoming
V01743,P100041,Unilever,RSU,2027-08-06,16,200.39,3206.3,upcoming
V00592,P100127,SAP,SAYE,2027-08-06,240,32.34,7760.88,upcoming
V00756,P100125,Coca-Cola,SAYE,2027-08-06,45,14.51,653.11,upcoming
V00222,P100042,Siemens,SAYE,2027-08-06,216,19.5,4211.44,upcoming
V00749,P100079,Novartis,RSU,2027-08-07,230,154.64,35566.75,upcoming
V00893,P100307,Siemens,RSU,2027-08-07,12,117.66,1411.93,upcoming
V01293,P100034,Coca-Cola,ESPP,2027-08-07,41,31.89,1307.62,upcoming
V00916,P100425,Unilever,RSU,2027-08-08,141,86.39,12180.49,upcoming
V00747,P100059,SAP,RSU,2027-08-08,123,124.0,15252.49,upcoming
V01768,P100229,SAP,RSU,2027-08-09,110,142.07,15627.42,upcoming
V01742,P100367,Siemens,RSU,2027-08-10,235,152.68,35880.17,upcoming
V00678,P100248,Barclays,RSU,2027-08-10,23,211.03,4853.73,upcoming
V00885,P100274,Siemens,RSU,2027-08-11,50,96.41,4820.39,upcoming
V01362,P100238,SAP,ESPP,2027-08-11,217,66.52,14434.27,upcoming
V00658,P100273,DHL,ESPP,2027-08-11,47,26.08,1225.83,upcoming
V00621,P100371,AstraZeneca,ESPP,2027-08-12,238,67.25,16006.2,upcoming
V00690,P100359,DHL,RSU,2027-08-12,18,60.94,1096.85,upcoming
V00034,P100478,Siemens,ESPP,2027-08-12,36,38.69,1392.75,upcoming
V00668,P100371,AstraZeneca,RSU,2027-08-12,130,208.45,27099.03,upcoming
V00919,P100312,AstraZeneca,ESPP,2027-08-13,190,42.75,8123.21,upcoming
V01595,P100387,Vodafone,RSU,2027-08-13,58,139.98,8118.9,upcoming
V01590,P100136,Vodafone,RSU,2027-08-13,187,183.61,34334.33,upcoming
V01042,P100403,SAP,RSU,2027-08-14,163,181.64,29607.98,upcoming
V00829,P100382,Novartis,RSU,2027-08-15,58,158.19,9175.26,upcoming
V01764,P100101,Siemens,ESPP,2027-08-16,109,40.68,4434.41,upcoming
V01868,P100104,Novartis,ESPP,2027-08-16,140,30.12,4216.69,upcoming
V00467,P100100,BP,RSU,2027-08-16,231,60.71,14024.44,upcoming
V00951,P100324,Unilever,RSU,2027-08-16,43,148.08,6367.38,upcoming
V01434,P100460,DHL,RSU,2027-08-16,241,67.06,16162.24,upcoming
V00903,P100280,SAP,RSU,2027-08-16,222,80.81,17939.25,upcoming
V00211,P100308,AstraZeneca,RSU,2027-08-16,79,71.33,5634.92,upcoming
V00349,P100192,SAP,RSU,2027-08-17,96,193.87,18611.42,upcoming
V00959,P100074,SAP,RSU,2027-08-17,153,76.05,11636.06,upcoming
V00706,P100190,BP,RSU,2027-08-18,82,187.38,15365.47,upcoming
V00249,P100314,Barclays,RSU,2027-08-18,126,124.45,15681.24,upcoming
V00615,P100083,AstraZeneca,RSU,2027-08-18,216,169.09,36522.64,upcoming
V01278,P100191,AstraZeneca,RSU,2027-08-19,184,95.22,17519.79,upcoming
V01505,P100045,Unilever,RSU,2027-08-19,72,194.14,13977.96,upcoming
V00309,P100240,Unilever,RSU,2027-08-20,89,140.51,12505.24,upcoming
V01053,P100125,Coca-Cola,RSU,2027-08-20,9,174.65,1571.82,upcoming
V00634,P100418,AstraZeneca,RSU,2027-08-21,202,129.4,26138.31,upcoming
V00769,P100461,SAP,RSU,2027-08-21,73,189.69,13847.35,upcoming
V01349,P100186,Barclays,RSU,2027-08-21,216,156.05,33707.11,upcoming
V01483,P100122,SAP,RSU,2027-08-22,172,186.67,32107.26,upcoming
V01672,P100445,Siemens,RSU,2027-08-23,174,77.45,13477.06,upcoming
V01827,P100172,AstraZeneca,ESPP,2027-08-23,155,87.51,13563.32,upcoming
V01858,P100155,Siemens,ESPP,2027-08-23,76,33.37,2535.86,upcoming
V01440,P100261,Unilever,RSU,2027-08-23,170,140.95,23961.02,upcoming
V01864,P100442,Novartis,ESPP,2027-08-23,116,15.94,1849.06,upcoming
V01298,P100081,Barclays,RSU,2027-08-24,177,189.31,33507.79,upcoming
V01450,P100111,AstraZeneca,RSU,2027-08-24,33,65.17,2150.7,upcoming
V01825,P100036,SAP,SAYE,2027-08-24,70,17.52,1226.42,upcoming
V01491,P100006,Novartis,ESPP,2027-08-24,187,30.35,5676.2,upcoming
V00114,P100194,SAP,RSU,2027-08-24,6,143.09,858.54,upcoming
V00458,P100211,DHL,RSU,2027-08-25,15,106.86,1602.83,upcoming
V00118,P100173,BP,RSU,2027-08-25,168,122.0,20496.01,upcoming
V00882,P100387,Vodafone,ESPP,2027-08-26,73,73.8,5387.13,upcoming
V01228,P100405,BP,ESPP,2027-08-26,91,86.25,7848.99,upcoming
V00732,P100130,AstraZeneca,RSU,2027-08-26,89,97.94,8716.91,upcoming
V00041,P100317,Siemens,RSU,2027-08-26,121,93.4,11300.95,upcoming
V01805,P100057,DHL,ESPP,2027-08-27,154,66.77,10283.33,upcoming
V00834,P100217,SAP,RSU,2027-08-27,222,151.17,33560.71,upcoming
V00455,P100126,Barclays,ESPP,2027-08-27,212,48.65,10314.83,upcoming
V01613,P100102,AstraZeneca,RSU,2027-08-27,38,172.61,6559.21,upcoming
V00339,P100357,Unilever,RSU,2027-08-28,164,197.89,32454.29,upcoming
V00125,P100200,Novartis,ESPP,2027-08-28,32,78.41,2509.1,upcoming
V01358,P100320,BP,SAYE,2027-08-29,192,39.94,7667.83,upcoming
V00696,P100121,Siemens,RSU,2027-08-29,171,88.52,15136.81,upcoming
V00077,P100346,Vodafone,ESPP,2027-08-29,62,15.81,980.0,upcoming
V01317,P100220,Barclays,RSU,2027-08-30,248,117.24,29074.79,upcoming
V01254,P100450,SAP,RSU,2027-08-30,99,79.28,7848.43,upcoming
V01803,P100140,Coca-Cola,ESPP,2027-08-30,65,85.82,5578.51,upcoming
V00847,P100099,Vodafone,ESPP,2027-08-30,194,59.85,11610.18,upcoming
V01237,P100293,SAP,ESPP,2027-08-31,63,76.19,4800.27,upcoming
V01035,P100467,Vodafone,RSU,2027-08-31,186,160.07,29773.81,upcoming
V00599,P100436,SAP,ESPP,2027-09-01,132,76.43,10088.88,upcoming
V00252,P100045,Unilever,RSU,2027-09-01,114,92.7,10567.63,upcoming
V01700,P100062,DHL,ESPP,2027-09-01,75,31.87,2390.45,upcoming
V01728,P100140,Coca-Cola,ESPP,2027-09-02,13,16.54,215.03,upcoming
V00297,P100203,SAP,RSU,2027-09-02,30,147.94,4438.24,upcoming
V01286,P100445,Siemens,RSU,2027-09-03,225,122.84,27639.07,upcoming
V01201,P100424,DHL,RSU,2027-09-03,95,84.9,8065.05,upcoming
V00341,P100237,Novartis,ESPP,2027-09-03,26,37.09,964.38,upcoming
V01791,P100441,SAP,RSU,2027-09-03,77,98.45,7580.31,upcoming
